rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
266905	'pale:o	flat	adj	AH-CSDPN	759	Kham	12c.24
266906	palyāto	flat	adj	AH-CSDPN	759	Kham	12c.24
266919	'chāo	sharp-edged	adj	AH-CSDPN	759	Kham	12c.25
266934	tyāpo	sharp / pointed	adj	AH-CSDPN	759	Kham	12c.26
266935	cyār cyāro	sharp / pointed	adj	AH-CSDPN	759	Kham	12c.26
266950	māchāo	blunt	adj	AH-CSDPN	759	Kham	12c.27
266951	buhtyāso	blunt	adj	AH-CSDPN	759	Kham	12c.27
266952	buhtanyāso	blunt	adj	AH-CSDPN	759	Kham	12c.27
266966	ra:h.o	smooth	adj	AH-CSDPN	759	Kham	12c.28
266980	katala̩ matala̩o	rough	adj	AH-CSDPN	759	Kham	12c.29
266993	uji̩la leo	solid	adj	AH-CSDPN	759	Kham	12c.30
267003	uji̩la māleo	hollow	adj	AH-CSDPN	759	Kham	12c.31
267018	'dāhso	empty	adj	AH-CSDPN	759	Kham	12c.32
267031	phaysio	open	adj	AH-CSDPN	759	Kham	12c.33
267032	oyh.o	open (in dimension)	adj	AH-CSDPN	759	Kham	12c.33
267046	ruhpsio	shut (as a door)	adj	AH-CSDPN	759	Kham	12c.34
267047	ka:sio	shut (as a container)	adj	AH-CSDPN	759	Kham	12c.34
267063	'gwā̩o	perforated	adj	AH-CSDPN	759	Kham	12c.35
267076	swi:sio	plugged	adj	AH-CSDPN	759	Kham	12c.36
267101	cyā̩hsio	stationary	adj	AH-CSDPN	759	Kham	12c.38
267115	gilo	fast	adj	AH-CSDPN	759	Kham	12c.39
267130	māgilo	slow	adj	AH-CSDPN	759	Kham	12c.40
267143	mātho	slowly		AH-CSDPN	759	Kham	12c.41
267156	'tu◦gu̩	cubit (elbow to fingertip)		AH-CSDPN	759	Kham	12c.42
267167	tarjyā:h	hand, span of		AH-CSDPN	759	Kham	12c.43
267179	-ni	from (there to here)		AH-CSDPN	759	Kham	12c.44
267180	-kin	from (here to there)		AH-CSDPN	759	Kham	12c.44
267199	-la	into		AH-CSDPN	759	Kham	12c.45
267220	-kin	out of		AH-CSDPN	759	Kham	XIIC
267237	-ji̩la	in / inside of		AH-CSDPN	759	Kham	XIIC
267252	ro-	up		AH-CSDPN	759	Kham	XIIC
267253	yā	up (up country)		AH-CSDPN	759	Kham	XIIC
267269	me-	down		AH-CSDPN	759	Kham	XIIC
267284	otar-	over		AH-CSDPN	759	Kham	XIIC
267299	udu̩h-	under		AH-CSDPN	759	Kham	XIIC
267314	sapher-nyā	through		AH-CSDPN	759	Kham	XIIC
267329	-'dā	toward		AH-CSDPN	759	Kham	XIIC
267330	-ta:'dā	toward		AH-CSDPN	759	Kham	XIIC
267345	-kin	away from		AH-CSDPN	759	Kham	XIIC
267358	uchi̩'ni	behind (visible)		AH-CSDPN	759	Kham	XIIC
267359	huta:'ni	behind (not visible)		AH-CSDPN	759	Kham	XIIC
267375	ongāh'ni	in front of		AH-CSDPN	759	Kham	XIIC56
267376	āta:'ni	in front of		AH-CSDPN	759	Kham	XIIC56
267391	clāp-	beside		AH-CSDPN	759	Kham	XIIC
267406	nikhār-	between		AH-CSDPN	759	Kham	XIIC
267420	otar-	above		AH-CSDPN	759	Kham	XIIC
267421	osara-	above (directly)		AH-CSDPN	759	Kham	XIIC
267436	udu̩hla	beneath		AH-CSDPN	759	Kham	XIIC
267450	huta:'ni	around		AH-CSDPN	759	Kham	XIIC
267461	na'kin ho'dā	beyond		AH-CSDPN	759	Kham	XIIC
267473	hophata	across		AH-CSDPN	759	Kham	XIIC
267486	'kānā	where (w. to)		AH-CSDPN	759	Kham	XIIC
267487	kānka	where (w. at)		AH-CSDPN	759	Kham	XIIC
267501	-'kin kosay	more		AH-CSDPN	759	Kham	XIID
267512	-'kin chyā	less		AH-CSDPN	759	Kham	XIID
267522	pa̩yhrāni 'kudu:	most		AH-CSDPN	759	Kham	XIID
267534	pa̩yhrāni chyā	least		AH-CSDPN	759	Kham	XIID
267546	'thomsio	mixed		AH-CSDPN	759	Kham	XIID
267547	bare:sio	mixed		AH-CSDPN	759	Kham	XIID
267562	ma'thomsio	unmixed		AH-CSDPN	759	Kham	XIID
267563	mābare:sio	unmixed		AH-CSDPN	759	Kham	XIID
267576	sācoza	real		AH-CSDPN	759	Kham	XIID
267589	sāco mā:hka	false		AH-CSDPN	759	Kham	XIID14
267601	opo:saza	whole		AH-CSDPN	759	Kham	XIID
267613	pa̩yhza	all		AH-CSDPN	759	Kham	XIID
267614	dumo	all		AH-CSDPN	759	Kham	XIID
267627	mādumo	partial		AH-CSDPN	759	Kham	XIID
267637	'ngāhdāza tā-nyā	early		AH-CSDPN	759	Kham	XIID
267649	kubilā tā-nyā	late		AH-CSDPN	759	Kham	XIID
267659	tāo kā tāo li-nyā	frequent		AH-CSDPN	759	Kham	XIID
267669	kay tāka wāza	infrequent		AH-CSDPN	759	Kham	XIID
267681	parā̩do	old		AH-CSDPN	759	Kham	XIID
267682	chipo	old		AH-CSDPN	759	Kham	XIID
267694	sāhro	new		AH-CSDPN	759	Kham	XIID
267706	kay tāka	frequently / sometimes		AH-CSDPN	759	Kham	XIID
267716	khārkaza māle	never		AH-CSDPN	759	Kham	XIID
267728	dinakao	daily		AH-CSDPN	759	Kham	XIID
267741	khārka	when		AH-CSDPN	759	Kham	XIID
267753	āchyāka	before		AH-CSDPN	759	Kham	XIID
267754	'ngāh◦dā	before		AH-CSDPN	759	Kham	XIID
267769	chi̩ni	after		AH-CSDPN	759	Kham	XIID
267782	-zyāka	during		AH-CSDPN	759	Kham	XIID
267794	-wāpay	until		AH-CSDPN	759	Kham	XIID
267805	'em	road	n	AH-CSDPN	759	Kham	06a.01
267818	nā:khār	village	n	AH-CSDPN	759	Kham	06a.02
267832	bajār	town		AH-CSDPN	759	Kham	06a.03
267844	'po:	place	n	AH-CSDPN	759	Kham	06a.04
267858	'em khār	corner	n	AH-CSDPN	759	Kham	06a.05
267871	'zihm	house	n	AH-CSDPN	759	Kham	06a.06
267883	'dansār	granary	n	AH-CSDPN	759	Kham	06a.07
267891	bāhri:	vegetable patch		AH-CSDPN	759	Kham	06a.08
267901	ba̩	shed (cow)	n	AH-CSDPN	759	Kham	06a.09
267913	'u: 'khor	house (hog)	n	AH-CSDPN	759	Kham	06a.10
267924	bā 'khor	house (chicken)		AH-CSDPN	759	Kham	06a.11
267936	'cihrunggā	cage	n	AH-CSDPN	759	Kham	06a.12
267949	bāhrnā	wall	n	AH-CSDPN	759	Kham	06a.13
267962	'gārā	mud	n	AH-CSDPN	759	Kham	06a.14
267963	hilā	mud	n	AH-CSDPN	759	Kham	06a.14
267976	sarā:	lime (mineral)	n	AH-CSDPN	759	Kham	06a.15
267989	thālā	roof	n	AH-CSDPN	759	Kham	06a.16
268003	barjem	thatch	n	AH-CSDPN	759	Kham	06a.17
268018	tam	beam	n	AH-CSDPN	759	Kham	06a.18
268019	'bahre̩mā	beam	n	AH-CSDPN	759	Kham	06a.18
268034	'bahre̩	rafter	n	AH-CSDPN	759	Kham	06a.19
268046	bethā	cane / rattan	n	AH-CSDPN	759	Kham	06a.20
268060	'khā̩bā	post	n	AH-CSDPN	759	Kham	06a.21
268072	cahl	bamboo ties (strips for buildi	n	AH-CSDPN	759	Kham	06a.22
268073	'gare:	bamboo ties (strips for buildi	n	AH-CSDPN	759	Kham	06a.22
268082	tā̩da	scaffold	n	AH-CSDPN	759	Kham	06a.23
268092	cham	ladder	n	AH-CSDPN	759	Kham	06a.24
268109	lā̩h	veranda	n	AH-CSDPN	759	Kham	06a.25
268110	'mayrā	veranda	n	AH-CSDPN	759	Kham	06a.25
268124	yāhm	doorway	n	AH-CSDPN	759	Kham	06a.26
268125	jāhlā	doorway	n	AH-CSDPN	759	Kham	06a.26
268138	yĀhm	door	n	AH-CSDPN	759	Kham	06a.27
268139	jāhlā	door	n	AH-CSDPN	759	Kham	06a.27
268154	'argalā	lock	n	AH-CSDPN	759	Kham	06a.28
268165	'bah◦jalā	window	n	AH-CSDPN	759	Kham	06a.29
268176	bihrku̩	window shutter		AH-CSDPN	759	Kham	06a.30
268186	'nām	floor	n	AH-CSDPN	759	Kham	06a.31
268187	mayrā	floor	n	AH-CSDPN	759	Kham	06a.31
268201	'bār	fence		AH-CSDPN	759	Kham	06a.32
268212	carpay	bedstead		AH-CSDPN	759	Kham	06a.33
268224	'ta̩y	sleeping mat (small)	n	AH-CSDPN	759	Kham	06a.34
268225	ta̩ylo	sleeping mat (large)	n	AH-CSDPN	759	Kham	06a.34
268245	kā̩hbul	covering	n	AH-CSDPN	759	Kham	06a.35
268262	gum	pillow	n	AH-CSDPN	759	Kham	06a.36
268274	'lo:	mat	n	AH-CSDPN	759	Kham	06a.37
268289	cyā:	cradle	n	AH-CSDPN	759	Kham	06a.38
268310	bāgul	loft (chicken)	n	AH-CSDPN	759	Kham	06a.40
268311	gal	loft (goods)	n	AH-CSDPN	759	Kham	06a.40
268324	muhthā:	cooking place	n	AH-CSDPN	759	Kham	06a.41
268339	mehray	charcoal	n	AH-CSDPN	759	Kham	06a.42
268353	du̩hsa	soot	n	AH-CSDPN	759	Kham	06a.43
268354	masa̩	soot	n	AH-CSDPN	759	Kham	06a.43
268368	rā̩thay	grinder	n	AH-CSDPN	759	Kham	06a.44
268381	'tāoā	griddle		AH-CSDPN	759	Kham	06a.45
268394	'chum	mortar (tool)	n	AH-CSDPN	759	Kham	06a.46
268407	'pilu̩	pestle	n	AH-CSDPN	759	Kham	06a.47
268419	'mulkā	flame	n	AH-CSDPN	759	Kham	06a.48
268430	'jihlinggā	sparks	n	AH-CSDPN	759	Kham	06a.49
268441	bā:pha	steam		AH-CSDPN	759	Kham	06a.50
268453	pasi:	broom	n	AH-CSDPN	759	Kham	06a.51
268466	zihmsi	sweepings	n	AH-CSDPN	759	Kham	06a.52
268480	khāla	bellows	n	AH-CSDPN	759	Kham	06a.53
268493	kāpci	fire tongs	n	AH-CSDPN	759	Kham	06a.54
268494	'thondoro	fire tongs	n	AH-CSDPN	759	Kham	06a.54
268507	juhla	kindling	n	AH-CSDPN	759	Kham	06a.55
268525	'ngā:	I		AH-CSDPN	759	Kham	01.001
268540	'na̩	thou		AH-CSDPN	759	Kham	01.002
268561	'gin	we (du)		AH-CSDPN	759	Kham	01.003
268562	'ge:	we (pl)		AH-CSDPN	759	Kham	01.003
268584	'āo	this		AH-CSDPN	759	Kham	01.004
268597	'no	that		AH-CSDPN	759	Kham	01.005
268598	'ho	that		AH-CSDPN	759	Kham	01.005
268612	'su:	who		AH-CSDPN	759	Kham	01.006
268626	'kātā	what		AH-CSDPN	759	Kham	01.007
268627	kay	what		AH-CSDPN	759	Kham	01.007
268642	mā:hka	not		AH-CSDPN	759	Kham	01.008
268657	pa̩yh	all		AH-CSDPN	759	Kham	01.009
268658	opo:saza	all		AH-CSDPN	759	Kham	01.009
268675	'kudu:	many		AH-CSDPN	759	Kham	01.010
268676	kosay	many		AH-CSDPN	759	Kham	01.010
268690	tobo	one		AH-CSDPN	759	Kham	01.011
268703	neh◦plo	two		AH-CSDPN	759	Kham	01.012
268716	'gyo:h.o	big		AH-CSDPN	759	Kham	01.013
268717	gehppā	big		AH-CSDPN	759	Kham	01.013
268731	'khyo:o	long	adj	AH-CSDPN	759	Kham	01.014
268745	zimzā	small		AH-CSDPN	759	Kham	01.015
268761	'me̩'mā	woman		AH-CSDPN	759	Kham	01.016
268775	khe'pā	man		AH-CSDPN	759	Kham	01.017
268789	mi:	person		AH-CSDPN	759	Kham	01.018
268804	'ngā:h	fish		AH-CSDPN	759	Kham	01.019
268817	bā-za	bird		AH-CSDPN	759	Kham	01.020
268830	kā:h	dog		AH-CSDPN	759	Kham	01.021
268843	syār	louse		AH-CSDPN	759	Kham	01.022
268857	'si̩	tree		AH-CSDPN	759	Kham	01.023
268871	'duhr	seed	n	AH-CSDPN	759	Kham	01.024
268884	'khyā	leaf	n	AH-CSDPN	759	Kham	01.025
268899	jarā	root	n	AH-CSDPN	759	Kham	01.026
268912	'bokolā	bark (of tree)	n	AH-CSDPN	759	Kham	01.027
268925	o-nyā	drink	v	AH-CSDPN	759	Kham	01.054
268926	hum-nyā	drink	v	AH-CSDPN	759	Kham	01.054
268940	zyā-nyā	eat		AH-CSDPN	759	Kham	01.055
268966	ra̩-nyā	see		AH-CSDPN	759	Kham	01.057
268981	thay-nyā	hear		AH-CSDPN	759	Kham	01.058
269011	syā̩nyā	sleep	v	AH-CSDPN	759	Kham	01.060
269012	ngahl-nyā	sleep	v	AH-CSDPN	759	Kham	01.060
269025	'si-nyā	die		AH-CSDPN	759	Kham	01.061
269038	sayh-nyā	kill		AH-CSDPN	759	Kham	01.062
269051	cyol-nyā	swim	v	AH-CSDPN	759	Kham	01.063
269078	'bā-nyā	walk	v	AH-CSDPN	759	Kham	01.065
269108	gyā̩h.si-nyā	lie	v	AH-CSDPN	759	Kham	01.067
269123	cyuhsi-nyā	sit		AH-CSDPN	759	Kham	01.068
269137	cyā̩hsi-nyā	stand	v	AH-CSDPN	759	Kham	01.069
269165	hay li-nyā	say		AH-CSDPN	759	Kham	01.071
269180	'ni◦mi	sun		AH-CSDPN	759	Kham	01.072
269194	syāh.oy	moon		AH-CSDPN	759	Kham	01.073
269207	sor◦o:	star		AH-CSDPN	759	Kham	01.074
269220	'ri:h	water	n	AH-CSDPN	759	Kham	01.075
269234	'nam wā-nyā	rain	n	AH-CSDPN	759	Kham	01.076
269249	'lu̩	stone	n	AH-CSDPN	759	Kham	01.077
269262	'bāluwā	sand		AH-CSDPN	759	Kham	01.078
269275	'gam	earth		AH-CSDPN	759	Kham	01.079
269276	'nām	earth		AH-CSDPN	759	Kham	01.079
269291	bādal	cloud		AH-CSDPN	759	Kham	01.080
269305	mih◦kwi:	smoke	n	AH-CSDPN	759	Kham	01.081
269318	'me:h	fire		AH-CSDPN	759	Kham	01.082
269331	duhli:	ash		AH-CSDPN	759	Kham	01.083
269350	cā̩h-nyā	burn	v	AH-CSDPN	759	Kham	01.084
269351	ehr-nyā	burn	v	AH-CSDPN	759	Kham	01.084
269365	'em	path		AH-CSDPN	759	Kham	01.085
269380	'khāgar	mountain		AH-CSDPN	759	Kham	01.086
269394	'gyāhmo	red		AH-CSDPN	759	Kham	01.087
269407	'pi̩.o	green		AH-CSDPN	759	Kham	01.088
269420	hali dyāso	yellow		AH-CSDPN	759	Kham	01.089
269433	pālo	white		AH-CSDPN	759	Kham	01.090
269447	'molo	black		AH-CSDPN	759	Kham	01.091
269460	ri:	night		AH-CSDPN	759	Kham	01.092
269461	cumo	night		AH-CSDPN	759	Kham	01.092
269476	rāh.o	hot		AH-CSDPN	759	Kham	01.093
269477	mwio	hot		AH-CSDPN	759	Kham	01.093
269478	mopo	hot		AH-CSDPN	759	Kham	01.093
269492	zyu̩ho	cold		AH-CSDPN	759	Kham	01.094
269493	toso	cold		AH-CSDPN	759	Kham	01.094
269494	chero	cold		AH-CSDPN	759	Kham	01.094
269508	sāhro	full		AH-CSDPN	759	Kham	01.095
269536	cāo	good		AH-CSDPN	759	Kham	01.097
269553	'lumo	round		AH-CSDPN	759	Kham	01.098
269554	khwārqilo	round		AH-CSDPN	759	Kham	01.098
269570	tha̩.o	dry	adj	AH-CSDPN	759	Kham	01.099
269584	'min	name	n	AH-CSDPN	759	Kham	01.100
269597	'syāra	animal	n	AH-CSDPN	759	Kham	03a.001
269610	bā'pā	rooster	n	AH-CSDPN	759	Kham	03a.002
269623	bā'mā	hen	n	AH-CSDPN	759	Kham	03a.003
269636	'pho̩, 'carlyāni	chick	n	AH-CSDPN	759	Kham	03a.004
269649	or'jam	comb (of rooster)	n	AH-CSDPN	759	Kham	03a.005
269662	'bukulā	duck	n	AH-CSDPN	759	Kham	03a.006
269675	kwi:tam	pigeon	n	AH-CSDPN	759	Kham	03a.007
269701	mo̩jar	peacock	n	AH-CSDPN	759	Kham	03a.009
269714	bi̩garyā	sparrow	n	AH-CSDPN	759	Kham	03a.010
269727	cihlbāti	swallow (bird)	n	AH-CSDPN	759	Kham	03a.011
269740	'thutunā	bill (of bird)	n	AH-CSDPN	759	Kham	03a.012
269753	'sip	nest	n	AH-CSDPN	759	Kham	03a.013
269766	'kar	wing	n	AH-CSDPN	759	Kham	03a.014
269792	kāga	crow (bird)	n	AH-CSDPN	759	Kham	03a.016
269805	kyā̩kyo̩	blackbird	n	AH-CSDPN	759	Kham	03a.017
269818	kyār	woodpecker	n	AH-CSDPN	759	Kham	03a.018
269844	buhmlu 'gā:	owl	n	AH-CSDPN	759	Kham	03a.020
269857	'gā:	hawk	n	AH-CSDPN	759	Kham	03a.021
269870	'kāhpcyā 'gā:	eagle	n	AH-CSDPN	759	Kham	03a.022
269883	gidda	vulture	n	AH-CSDPN	759	Kham	03a.023
269909	'nāktākoce̩	bat (animal, small)	n	AH-CSDPN	759	Kham	03a.025
269922	'muhl	fur	n	AH-CSDPN	759	Kham	03a.026
269935	'ba̩yh.sā	buffalo	n	AH-CSDPN	759	Kham	03a.027
269948	rānggā	buffalo bull	n	AH-CSDPN	759	Kham	03a.028
269961	'ba̩yh.si	buffalo cow	n	AH-CSDPN	759	Kham	03a.029
269974	pādā, pādi	buffalo calf	n	AH-CSDPN	759	Kham	03a.030
269987	hār	cattle	n	AH-CSDPN	759	Kham	03a.031
270000	'khur	hoof	n	AH-CSDPN	759	Kham	03a.032
270013	'ge̩h, o'pā	bull	n	AH-CSDPN	759	Kham	03a.033
270026	hār, o'pā	cow	n	AH-CSDPN	759	Kham	03a.034
270039	bāchā, bāchi	calf	n	AH-CSDPN	759	Kham	03a.035
270052	rā:h	goat	n	AH-CSDPN	759	Kham	03a.036
270065	rāh 'pā	billy goat	n	AH-CSDPN	759	Kham	03a.037
270078	rhā 'mā	nanny goat	n	AH-CSDPN	759	Kham	03a.038
270091	pathyāngari	kid (goat)	n	AH-CSDPN	759	Kham	03a.039
270104	lu:	sheep	n	AH-CSDPN	759	Kham	03a.040
270117	'u:	hog	n	AH-CSDPN	759	Kham	03a.041
270130	'gede, 'gal (wild)	boar	n	AH-CSDPN	759	Kham	03a.042
270143	'u:e uthutunā	snout	n	AH-CSDPN	759	Kham	03a.043
270156	'gohrā	horse	n	AH-CSDPN	759	Kham	03a.044
270169	gadahā	donkey	n	AH-CSDPN	759	Kham	03a.045
270183	'cu:nguri	yak	n	AH-CSDPN	759	Kham	03a.046
270209	'bihrālu	cat	n	AH-CSDPN	759	Kham	03a.048
270222	oma̩h	whiskers (animal)	n	AH-CSDPN	759	Kham	03a.049
270235	bizā	rat	n	AH-CSDPN	759	Kham	03a.050
270248	'chucundari	shrew	n	AH-CSDPN	759	Kham	03a.051
270261	nyāhu, yahp	squirrel	n	AH-CSDPN	759	Kham	03a.052
270274	yu:h	monkey	n	AH-CSDPN	759	Kham	03a.053
270288	hāti	elephant	n	AH-CSDPN	759	Kham	03a.054
270301	oso̩na	trunk (of elephant)	n	AH-CSDPN	759	Kham	03a.055
270314	o'dāhrā	tusks	n	AH-CSDPN	759	Kham	03a.056
270327	ratuwā	deer	n	AH-CSDPN	759	Kham	03a.057
270340	'sahr	antelope	n	AH-CSDPN	759	Kham	03a.058
270353	thāo̩◦hwā̩	fox	n	AH-CSDPN	759	Kham	03a.059
270366	par	jackal	n	AH-CSDPN	759	Kham	03a.060
270379	no̩lo:	mongoose	n	AH-CSDPN	759	Kham	03a.061
270392	'nim	bear	n	AH-CSDPN	759	Kham	03a.062
270405	'lā:	tiger	n	AH-CSDPN	759	Kham	03a.063
270418	sar 'la:	leopard	n	AH-CSDPN	759	Kham	03a.064
270431	je̩hpalyā 'ti	lizard	n	AH-CSDPN	759	Kham	03a.065
270445	'te:h, 'pahyu:	frog	n	AH-CSDPN	759	Kham	03a.066
270458	'bokoro:	toad	n	AH-CSDPN	759	Kham	03a.067
270484	'da̩	snake (big)	n	AH-CSDPN	759	Kham	03a.069
270498	'guhl	snake (small)	n	AH-CSDPN	759	Kham	03a.070
270511	ja̩da bokanyā	snail	n	AH-CSDPN	759	Kham	03a.071
270524	u'sip	shell	n	AH-CSDPN	759	Kham	03a.072
270550	ordāhs	sting (of insect / scorpion / etc.?)	n	AH-CSDPN	759	Kham	03a.074
270576	pat◦i:	leech, land	n	AH-CSDPN	759	Kham	03a.076
270603	kābu rwi:h	grub (insect)	n	AH-CSDPN	759	Kham	03a.078
270616	jusulyā rwi:h	caterpillar	n	AH-CSDPN	759	Kham	03a.079
270629	phat phat yā pargil  (PA	earthworm	n	AH-CSDPN	759	Kham	03a.080
270642	'makara:	spider	n	AH-CSDPN	759	Kham	03a.081
270655	'jāl	web (of spider)	n	AH-CSDPN	759	Kham	03a.082
270668	'pasam	fly	n	AH-CSDPN	759	Kham	03a.083
270681	'gangarā	mosquito	n	AH-CSDPN	759	Kham	03a.084
270694	purjumti	ant	n	AH-CSDPN	759	Kham	03a.085
270707	maji̩kā	ant, flying	n	AH-CSDPN	759	Kham	03a.086
270720	syār, syārlām	louse (body)	n	AH-CSDPN	759	Kham	03a.087
270733	'syānjuri	louse egg	n	AH-CSDPN	759	Kham	03a.088
270746	puhsum	flea	n	AH-CSDPN	759	Kham	03a.089
270759	pen	bedbug	n	AH-CSDPN	759	Kham	03a.090
270784	kohlāpi	moth	n	AH-CSDPN	759	Kham	03a.092
270797	kohlāpi:	butterfly	n	AH-CSDPN	759	Kham	03a.093
270810	ba̩koy	firefly	n	AH-CSDPN	759	Kham	03a.094
270822	tari: kosyo	cockroach	n	AH-CSDPN	759	Kham	03a.095
270835	'kohdompa:, dęsyātul (?	grasshopper	n	AH-CSDPN	759	Kham	03a.096
270848	'murkim	wasp	n	AH-CSDPN	759	Kham	03a.097
270861	ze̩	bee	n	AH-CSDPN	759	Kham	03a.098
270874	pātā	hive	n	AH-CSDPN	759	Kham	03a.099
270887	rāp	honey	n	AH-CSDPN	759	Kham	03a.100
270900	buh-nyā	bark	v	AH-CSDPN	759	Kham	03b.01
270913	ngar ngar li-nyā	growl	v	AH-CSDPN	759	Kham	03b.02
270926	'gyu̩-nyā	howl	v	AH-CSDPN	759	Kham	03b.03
270939	kay-nyā	bite	v	AH-CSDPN	759	Kham	03b.04
270952	sangar-nyā	sniff	v	AH-CSDPN	759	Kham	03b.05
270965	khale:-nyā	gnaw	v	AH-CSDPN	759	Kham	03b.06
270978	lep-nyā	lick	v	AH-CSDPN	759	Kham	03b.07
270991	'ha: kay-nyā	grit (teeth)	v	AH-CSDPN	759	Kham	03b.08
271004	buhr-nyā	fly	v	AH-CSDPN	759	Kham	03b.09
271018	'co̩-nyā	alight	v	AH-CSDPN	759	Kham	03b.10
271031	cyuhsi-nyā	perch	v	AH-CSDPN	759	Kham	03b.11
271044	'cyāp-nyā	peck	v	AH-CSDPN	759	Kham	03b.12
271057	cyā̩ cyā̩ ci̩ ci̩	chirp	v	AH-CSDPN	759	Kham	03b.13
271070	zu◦hri:-nyā	lay egg	v	AH-CSDPN	759	Kham	03b.14
271083	karā:-nyā	cackle	v	AH-CSDPN	759	Kham	03b.15
271096	pum-nyā	brood (hens)	v	AH-CSDPN	759	Kham	03b.16
271109	phay-nyā	hatch	v	AH-CSDPN	759	Kham	03b.17
271122	dā:-nyā	bite (snake)	v	AH-CSDPN	759	Kham	03b.18
271135	karā:-nyā	hiss	v	AH-CSDPN	759	Kham	03b.19
271148	da:-nyā, kay-nyā	sting (insects)	v	AH-CSDPN	759	Kham	03b.20
271161	ko-nyā	crow (rooster)	v	AH-CSDPN	759	Kham	03b.21
271174	ganki-nyā	hum (insects)	v	AH-CSDPN	759	Kham	03b.22
271187	'dapay-nyā	drive away	v	AH-CSDPN	759	Kham	03b.23
271201	khepay-nyā	run after	v	AH-CSDPN	759	Kham	03b.24
271214	'jyām-nyā	snatch away	v	AH-CSDPN	759	Kham	03b.25
271227	eherā rayhsi-nyā	hunt	v	AH-CSDPN	759	Kham	03b.26
271240	'tāki-nyā	aim at	v	AH-CSDPN	759	Kham	03b.27
271253	'āp-nyā	shoot	v	AH-CSDPN	759	Kham	03b.28
271266	māsanās-nyā	miss	v	AH-CSDPN	759	Kham	03b.29
271279	kuhmla gay-nyā	catch (trap)	v	AH-CSDPN	759	Kham	03b.30
271292	ko:-nyā	skin	v	AH-CSDPN	759	Kham	03b.31
271306	u'muhl 'hip-nyā	singe	v	AH-CSDPN	759	Kham	03b.32
271319	'lā-nyā	graze	v	AH-CSDPN	759	Kham	03b.33
271332	'bay-nyā	drive (animals)	v	AH-CSDPN	759	Kham	03b.34
271345	sehlda ray-nyā	lead (animals)	v	AH-CSDPN	759	Kham	03b.35
271358	suhr-nyā	tether	v	AH-CSDPN	759	Kham	03b.36
271371	'palās-nyā	loose, get (of animals)	v	AH-CSDPN	759	Kham	03b.37
271384	ri:hla syā̩-nyā	astray, go (of animals)	v	AH-CSDPN	759	Kham	03b.38
271397	o̩y-nyā	wallow (of animals)	v	AH-CSDPN	759	Kham	03b.39
271410	ogāray-nyā	ruminate (animals)	v	AH-CSDPN	759	Kham	03b.40
271423	pi:-nyā	milk a cow	v	AH-CSDPN	759	Kham	03b.41
271436	rapsi-nyā	fight (animals)	v	AH-CSDPN	759	Kham	03b.42
271449	tarā:si-nyā	bellow (bull)	v	AH-CSDPN	759	Kham	03b.43
271462	'cep-nyā	ride (animals)	v	AH-CSDPN	759	Kham	03b.44
271475	kih-nyā	neigh	v	AH-CSDPN	759	Kham	03b.45
271488	tā-nyā	birth, give (animals?)	v	AH-CSDPN	759	Kham	03b.46
271501	sawāri-nyā, jākanyā '	castrate goats	v	AH-CSDPN	759	Kham	03b.47
271514	thuki-nyā	castrate bulls	v	AH-CSDPN	759	Kham	03b.48
271527	san 'en-nyā	shear sheep	v	AH-CSDPN	759	Kham	03b.49
271540	kharkay-nyā	pen up	v	AH-CSDPN	759	Kham	03b.50
529275	'syāl	jackal	n	AH-CSDPN	759	Kham	Hale 73 CSD
514639	kilik-ke	tickle		AH-CSDPN	990	Magar	158
260419	din mā-hān-ke	young (human)	adj	AH-CSDPN	990	Magar	12a.01
260437	din nung-ke	aged (human)	adj	AH-CSDPN	990	Magar	12a.02
260455	ngyuhng-ci-wa	experienced	adj	AH-CSDPN	990	Magar	12a.03
260467	bal rā-khe	strong (human)	adj	AH-CSDPN	990	Magar	12a.04
260482	bal mā-rā-khe	weak (human)	adj	AH-CSDPN	990	Magar	12a.05
260521	jiwās-ke	alive (human)	adj	AH-CSDPN	990	Magar	12a.08
260534	si-ke	dead (human)	adj	AH-CSDPN	990	Magar	12a.09
260547	arin-ke	numb (human)	adj	AH-CSDPN	990	Magar	12a.10
260560	mik mā-Dhang-ke	blind (human)	adj	AH-CSDPN	990	Magar	12a.11
260573	bayrhā	deaf (human)	adj	AH-CSDPN	990	Magar	12a.12
260598	Thānās-na mu-ke	attentive	adj	AH-CSDPN	990	Magar	12a.14
260610	yāt jāT-ke	careful	adj	AH-CSDPN	990	Magar	12a.15
260624	yāt ma-jāT-ke	careless	adj	AH-CSDPN	990	Magar	12a.16
260639	sipālo	intelligent	adj	AH-CSDPN	990	Magar	12a.17
260652	allharyā	ignorant	adj	AH-CSDPN	990	Magar	12a.18
260665	sipālo	clever (hands)	adj	AH-CSDPN	990	Magar	12a.19
260677	calāk	clever (head)	adj	AH-CSDPN	990	Magar	12a.20
260690	jirhā	foolish	adj	AH-CSDPN	990	Magar	12a.21
260704	bhola	insane	adj	AH-CSDPN	990	Magar	12a.22
260717	se-khe	good (human)	adj	AH-CSDPN	990	Magar	12a.23
260731	mā-she-ke	evil (human)	adj	AH-CSDPN	990	Magar	12a.24
260746	jher-ke	healthy (human)	adj	AH-CSDPN	990	Magar	12a.25
