ID	GLOSS	SRCID
Hale-1973-1798-1290	describe	10b2.18
Hale-1973-1798-1291	know	10b2.19
Hale-1973-1798-1292	imagine	10b2.20
Hale-1973-1798-1293	examine	10b2.21
Hale-1973-1798-1294	count	10b2.22
Hale-1973-1798-1295	multiply	10b2.23
Hale-1973-1798-1296	divide	10b2.24
Hale-1973-1798-1297	compose	10b2.25
Hale-1973-1798-1298	draw	10b2.26
Hale-1973-1798-1299	erase	10b2.27
Hale-1973-1798-1300	translate	10b2.28
Hale-1973-1798-1301	interpret	10b2.29
Hale-1973-1798-1302	understand	10b2.30
Hale-1973-1798-1303	fear	10b3.01
Hale-1973-1798-1304	worry	10b3.02
Hale-1973-1798-1305	be frightened	10b3.03
Hale-1973-1798-1306	cry, weep	10b3.04
Hale-1973-1798-1307	despair	10b3.05
Hale-1973-1798-1308	sigh	10b3.06
Hale-1973-1798-1309	be silent	10b3.07
Hale-1973-1798-1310	want	10b3.08
Hale-1973-1798-1311	long for	10b3.09
Hale-1973-1798-1312	like	10b3.10
Hale-1973-1798-1313	hope	10b3.11
Hale-1973-1798-1314	laugh	10b3.12
Hale-1973-1798-1315	smile	10b3.13
Hale-1973-1798-1316	enjoy	10b3.14
Hale-1973-1798-1317	rejoice	10b3.15
Hale-1973-1798-1318	be pleased, happy	10b3.16
Hale-1973-1798-1319	be sad	10b3.17
Hale-1973-1798-1320	get angry	10b3.18
Hale-1973-1798-1321	be perplexed	10b3.19
Hale-1973-1798-1322	please s.o.	10b3.20
Hale-1973-1798-1323	worship	10b3.21
Hale-1973-1798-1324	worship idols	10b3.22
Hale-1973-1798-1325	pray	10b3.23
Hale-1973-1798-1326	believe	10b3.24
Hale-1973-1798-1327	offer to gods	10b3.25
Hale-1973-1798-1328	sacrifice	10b3.26
Hale-1973-1798-1329	kill sacrificial animal	10b3.27
Hale-1973-1798-1330	bless	10b3.28
Hale-1973-1798-1331	sin	10b3.29
Hale-1973-1798-1332	merit	10b3.30
Hale-1973-1798-1333	fast	10b3.31
Hale-1973-1798-1334	chant	10b3.32
Hale-1973-1798-1335	donate	10b3.33
Hale-1973-1798-1336	go on pilgrimage	10b3.34
Hale-1973-1798-1337	meditate	10b3.35
Hale-1973-1798-1338	stay without sleep	10b3.36
Hale-1973-1798-1339	dream	10b3.37
Hale-1973-1798-1340	have a vision	10b3.38
Hale-1973-1798-1341	appear	10b3.39
Hale-1973-1798-1342	disappear	10b3.40
Hale-1973-1798-1343	predict, foretell	10b3.41
Hale-1973-1798-1344	curse	10b3.42
Hale-1973-1798-1345	bewitch, cast spell	10b3.43
Hale-1973-1798-1346	be possessed	10b3.44
Hale-1973-1798-1347	dance	11a.01
Hale-1973-1798-1348	dancer	11a.02
Hale-1973-1798-1349	sign	11a.03
Hale-1973-1798-1350	song	11a.04
Hale-1973-1798-1351	singer	11a.05
Hale-1973-1798-1352	music	11a.06
Hale-1973-1798-1353	musician	11a.07
Hale-1973-1798-1354	paint	11a.08
Hale-1973-1798-1355	painting	11a.09
Hale-1973-1798-1356	painter	11a.10
Hale-1973-1798-1357	game	11a.11
Hale-1973-1798-1358	player	11a.12
Hale-1973-1798-1359	story	11a.13
Hale-1973-1798-1360	murder	11a.14
Hale-1973-1798-1361	lie	11a.15
Hale-1973-1798-1362	liar	11a.16
Hale-1973-1798-1363	theft	11a.17
Hale-1973-1798-1364	thief	11a.18
Hale-1973-1798-1365	people	11a.19
Hale-1973-1798-1366	language	11a.20
Hale-1973-1798-1367	word	11a.21
Hale-1973-1798-1368	foreigner, non-speaker	11a.22
Hale-1973-1798-1369	caste	11a.23
Hale-1973-1798-1370	brahman	11a.24
Hale-1973-1798-1371	rich man	11a.25
Hale-1973-1798-1372	poor man	11a.26
Hale-1973-1798-1373	slave	11a.27
Hale-1973-1798-1374	villager	11a.28
Hale-1973-1798-1375	neighbor	11a.29
Hale-1973-1798-1376	chief	11a.30
Hale-1973-1798-1377	elder	11a.31
Hale-1973-1798-1378	judge	11a.32
Hale-1973-1798-1379	policeman	11a.33
Hale-1973-1798-1380	jail	11a.34
Hale-1973-1798-1381	school	11a.35
Hale-1973-1798-1382	teacher	11a.36
Hale-1973-1798-1383	assembly	11a.37
Hale-1973-1798-1384	speech	11a.38
Hale-1973-1798-1385	vote	11a.39
Hale-1973-1798-1386	message	11a.40
Hale-1973-1798-1387	advice	11a.41
Hale-1973-1798-1388	agreement	11a.42
Hale-1973-1798-1389	disagreement	11a.43
Hale-1973-1798-1390	argument	11a.44
Hale-1973-1798-1391	fight	11a.45
Hale-1973-1798-1392	soldier	11a.46
Hale-1973-1798-1393	war	11a.47
Hale-1973-1798-1394	property	11a.48
Hale-1973-1798-1395	owner	11a.49
Hale-1973-1798-1396	buyer	11a.50
Hale-1973-1798-1397	seller	11a.51
Hale-1973-1798-1398	beggar	11a.52
Hale-1973-1798-1399	market	11a.53
Hale-1973-1798-1400	shop	11a.54
Hale-1973-1798-1401	merchant	11a.55
Hale-1973-1798-1402	cook	11a.56
Hale-1973-1798-1403	master	11a.57
Hale-1973-1798-1404	servant	11a.58
Hale-1973-1798-1405	child's nurse	11a.59
Hale-1973-1798-1406	blacksmith	11a.60
Hale-1973-1798-1407	weaver	11a.61
Hale-1973-1798-1408	fisherman	11a.62
Hale-1973-1798-1409	hunter	11a.63
Hale-1973-1798-1410	farmer	11a.64
Hale-1973-1798-1411	herdsman	11a.65
Hale-1973-1798-1412	friend	11a.66
Hale-1973-1798-1413	bond friend	11a.67
Hale-1973-1798-1414	enemy	11a.68
Hale-1973-1798-1415	children (general term)	11a.69
Hale-1973-1798-1416	children (sons and daughters)	11a.70
Hale-1973-1798-1417	father	11a.71
Hale-1973-1798-1418	mother	11a.72
Hale-1973-1798-1419	elder brother	11a.73
Hale-1973-1798-1420	younger brother	11a.74
Hale-1973-1798-1421	elder sister	11a.75
Hale-1973-1798-1422	younger sister	11a.76
Hale-1973-1798-1423	husband	11a.77
Hale-1973-1798-1424	wife	11a.78
Hale-1973-1798-1425	grandfather (paternal)	11a.79
Hale-1973-1798-1426	grandmother (paternal)	11a.80
Hale-1973-1798-1427	bride	11a.81
Hale-1973-1798-1428	bridegroom	11a.82
Hale-1973-1798-1429	marriage	11a.83
Hale-1973-1798-1430	dance	11b1.01
Hale-1973-1798-1431	play	11b1.02
Hale-1973-1798-1432	sing	11b1.03
Hale-1973-1798-1433	whistle	11b1.04
Hale-1973-1798-1434	hum (a tune)	11b1.05
Hale-1973-1798-1435	beat drum	11b1.06
Hale-1973-1798-1436	play instr.	11b1.07
Hale-1973-1798-1437	sound	11b1.08
Hale-1973-1798-1438	rattle	11b1.09
Hale-1973-1798-1439	clap hands	11b1.10
Hale-1973-1798-1440	snap with fingers	11b1.11
Hale-1973-1798-1441	visit	11b1.12
Hale-1973-1798-1442	welcome	11b1.13
Hale-1973-1798-1443	gossip	11b1.14
Hale-1973-1798-1444	joke	11b1.15
Hale-1973-1798-1445	amuse	11b1.16
Hale-1973-1798-1446	smoke	11b1.17
Hale-1973-1798-1447	gamble	11b1.18
Hale-1973-1798-1448	get drunk	11b1.19
Hale-1973-1798-1449	travel	11b1.20
Hale-1973-1798-1450	prepare	11b1.21
Hale-1973-1798-1451	decide	11b1.22
Hale-1973-1798-1452	walk	11b1.23
Hale-1973-1798-1453	wander	11b1.24
Hale-1973-1798-1454	over take	11b1.25
Hale-1973-1798-1455	pass by	11b1.26
Hale-1973-1798-1456	point	11b1.27
Hale-1973-1798-1457	load	11b1.28
Hale-1973-1798-1458	cram into	11b1.29
Hale-1973-1798-1459	carry	11b1.30
Hale-1973-1798-1460	leave, start out	11b1.31
Hale-1973-1798-1461	leave behind	11b1.32
Hale-1973-1798-1462	rest	11b1.33
Hale-1973-1798-1463	reach there	11b1.34
Hale-1973-1798-1464	arrive here	11b1.35
Hale-1973-1798-1465	return	11b1.36
Hale-1973-1798-1466	paddle	11b1.37
Hale-1973-1798-1467	buy	11b2.01
Hale-1973-1798-1468	sell	11b2.02
Hale-1973-1798-1469	pay	11b2.03
Hale-1973-1798-1470	repay loan	11b2.04
Hale-1973-1798-1471	lend money	11b2.05
Hale-1973-1798-1472	borrow money	11b2.06
Hale-1973-1798-1473	lend things	11b2.07
Hale-1973-1798-1474	borrow things	11b2.08
Hale-1973-1798-1475	exchange money	11b2.09
Hale-1973-1798-1476	barter	11b2.10
Hale-1973-1798-1477	trade	11b2.11
Hale-1973-1798-1478	earn	11b2.12
Hale-1973-1798-1479	weigh	11b2.13
Hale-1973-1798-1480	increase	11b2.14
Hale-1973-1798-1481	decrease	11b2.15
Hale-1973-1798-1482	bargain	11b2.16
Hale-1973-1798-1483	marry	11b2.17
Hale-1973-1798-1484	give in marriage	11b2.18
Hale-1973-1798-1485	settle (marriage)	11b2.19
Hale-1973-1798-1486	divorce	11b2.20
Hale-1973-1798-1487	desert	11b2.21
Hale-1973-1798-1488	be defiled	11b2.22
Hale-1973-1798-1489	fulfill works of purification	11b2.23
Hale-1973-1798-1490	sprinkle water of purification	11b2.24
Hale-1973-1798-1491	become purified	11b2.25
Hale-1973-1798-1492	become unclean	11b2.26
Hale-1973-1798-1493	bury	11b2.27
Hale-1973-1798-1494	inherit	11b2.28
Hale-1973-1798-1495	divide	11b2.29
Hale-1973-1798-1496	share	11b2.30
Hale-1973-1798-1497	own	11b2.31
Hale-1973-1798-1498	serve a master	11b2.32
Hale-1973-1798-1499	swear oath	11b2.33
Hale-1973-1798-1500	assemble	11b2.34
Hale-1973-1798-1501	elect	11b2.35
Hale-1973-1798-1502	vote	11b2.36
Hale-1973-1798-1503	collect taxes	11b2.37
Hale-1973-1798-1504	rob	11b3.01
Hale-1973-1798-1505	steal	11b3.02
Hale-1973-1798-1506	plunder	11b3.03
Hale-1973-1798-1507	attack	11b3.04
Hale-1973-1798-1508	insult	11b3.05
Hale-1973-1798-1509	conspire	11b3.06
Hale-1973-1798-1510	transgress	11b3.07
Hale-1973-1798-1511	suspect s.o.	11b3.08
Hale-1973-1798-1512	accuse	11b3.09
Hale-1973-1798-1513	interrogate	11b3.10
Hale-1973-1798-1514	deny	11b3.11
Hale-1973-1798-1515	judge	11b3.12
Hale-1973-1798-1516	condemn	11b3.13
Hale-1973-1798-1517	fine s.o.	11b3.14
Hale-1973-1798-1518	persecute	11b3.15
Hale-1973-1798-1519	torture	11b3.16
Hale-1973-1798-1520	release	11b3.17
Hale-1973-1798-1521	flee	11b3.18
Hale-1973-1798-1522	escape	11b3.19
Hale-1973-1798-1523	avenge	11b3.20
Hale-1973-1798-1524	file a case	11b3.21
Hale-1973-1798-1525	give final judgement	11b3.22
Hale-1973-1798-1526	young	12a.01
Hale-1973-1798-1527	aged	12a.02
Hale-1973-1798-1528	experienced	12a.03
Hale-1973-1798-1529	strong	12a.04
Hale-1973-1798-1530	weak	12a.05
Hale-1973-1798-1531	violent	12a.06
Hale-1973-1798-1532	gentle	12a.07
Hale-1973-1798-1533	alive	12a.08
Hale-1973-1798-1534	dead	12a.09
Hale-1973-1798-1535	numb	12a.10
Hale-1973-1798-1536	blind	12a.11
Hale-1973-1798-1537	deaf	12a.12
Hale-1973-1798-1538	curious	12a.13
Hale-1973-1798-1539	attentive	12a.14
Hale-1973-1798-1540	careful	12a.15
Hale-1973-1798-1541	careless	12a.16
Hale-1973-1798-1542	intelligent	12a.17
Hale-1973-1798-1543	ignorant	12a.18
Hale-1973-1798-1544	clever (hands)	12a.19
Hale-1973-1798-1545	clever (head)	12a.20
Hale-1973-1798-1546	foolish	12a.21
Hale-1973-1798-1547	insane	12a.22
Hale-1973-1798-1548	good	12a.23
Hale-1973-1798-1549	evil	12a.24
Hale-1973-1798-1550	healthy	12a.25
Hale-1973-1798-1551	sick	12a.26
Hale-1973-1798-1552	busy	12a.27
Hale-1973-1798-1553	lazy	12a.28
Hale-1973-1798-1554	tired	12a.29
Hale-1973-1798-1555	skillful	12a.30
Hale-1973-1798-1556	clumsy	12a.31
Hale-1973-1798-1557	rich	12a.32
Hale-1973-1798-1558	poor	12a.33
Hale-1973-1798-1559	fat	12a.34
Hale-1973-1798-1560	stout	12a.35
Hale-1973-1798-1561	slender	12a.36
Hale-1973-1798-1562	severe	12a.37
Hale-1973-1798-1563	lenient	12a.38
Hale-1973-1798-1564	obedient	12a.39
Hale-1973-1798-1565	generous	12a.40
Hale-1973-1798-1566	stingy	12a.41
Hale-1973-1798-1567	content	12a.42
Hale-1973-1798-1568	discontent	12a.43
Hale-1973-1798-1569	happy	12a.44
Hale-1973-1798-1570	sad	12a.45
Hale-1973-1798-1571	funny	12a.46
Hale-1973-1798-1572	boring	12a.47
Hale-1973-1798-1573	pretty	12a.48
Hale-1973-1798-1574	ugly	12a.49
Hale-1973-1798-1575	brave	12a.50
Hale-1973-1798-1576	fearful	12a.51
Hale-1973-1798-1577	cowardly	12a.52
Hale-1973-1798-1578	cautious	12a.53
Hale-1973-1798-1579	proud	12a.54
Hale-1973-1798-1580	humble	12a.55
Hale-1973-1798-1581	modest	12a.56
Hale-1973-1798-1582	insulent	12a.57
Hale-1973-1798-1583	friendly	12a.58
Hale-1973-1798-1584	unfriendly	12a.59
Hale-1973-1798-1585	polite	12a.60
Hale-1973-1798-1586	rude	12a.61
Hale-1973-1798-1587	kind	12a.62
Hale-1973-1798-1588	cruel	12a.63
Hale-1973-1798-1589	jealous	12a.64
Hale-1973-1798-1590	envious	12a.65
Hale-1973-1798-1591	drunk	12a.66
Hale-1973-1798-1592	guilty	12a.67
Hale-1973-1798-1593	sacred	12a.68
Hale-1973-1798-1594	attractive	12a.69
Hale-1973-1798-1595	repulsive	12a.70
Hale-1973-1798-1596	tight	12b.01
Hale-1973-1798-1597	loose	12b.02
Hale-1973-1798-1598	heavy	12b.03
Hale-1973-1798-1599	light	12b.04
Hale-1973-1798-1600	thick (density)	12b.05
Hale-1973-1798-1601	thin (density)	12b.06
Hale-1973-1798-1602	hard	12b.07
Hale-1973-1798-1603	soft	12b.08
Hale-1973-1798-1604	elastic	12b.09
Hale-1973-1798-1605	inelastic	12b.10
Hale-1973-1798-1606	flexible	12b.11
Hale-1973-1798-1607	brittle	12b.12
Hale-1973-1798-1608	slick	12b.13
Hale-1973-1798-1609	sticky	12b.14
Hale-1973-1798-1610	greasy	12b.15
Hale-1973-1798-1611	damp	12b.16
Hale-1973-1798-1612	wet	12b.17
Hale-1973-1798-1613	pleasant	12b.18
Hale-1973-1798-1614	painful	12b.19
Hale-1973-1798-1615	savory	12b.20
Hale-1973-1798-1616	unsavory	12b.21
Hale-1973-1798-1617	sweet	12b.22
Hale-1973-1798-1618	hot, spicy	12b.23
Hale-1973-1798-1619	sour	12b.24
Hale-1973-1798-1620	bitter	12b.25
Hale-1973-1798-1621	salty	12b.26
Hale-1973-1798-1622	fragrant	12b.27
Hale-1973-1798-1623	fetid	12b.28
Hale-1973-1798-1624	loud	12b.29
Hale-1973-1798-1625	soft	12b.30
Hale-1973-1798-1626	high pitch	12b.31
Hale-1973-1798-1627	low pitch	12b.32
Hale-1973-1798-1628	bright	12b.33
Hale-1973-1798-1629	dark	12b.34
Hale-1973-1798-1630	blue	12b.35
Hale-1973-1798-1631	brown	12b.36
Hale-1973-1798-1632	variegated	12b.37
Hale-1973-1798-1633	faded	12b.38
Hale-1973-1798-1634	spotted	12b.39
Hale-1973-1798-1635	striped	12b.40
Hale-1973-1798-1636	right	12b.41
Hale-1973-1798-1637	wrong	12b.42
Hale-1973-1798-1638	true	12b.43
Hale-1973-1798-1639	false	12b.44
Hale-1973-1798-1640	sufficient	12b.45
Hale-1973-1798-1641	insufficient	12b.46
Hale-1973-1798-1642	bad	12b.47
Hale-1973-1798-1643	clean	12b.48
Hale-1973-1798-1644	dirty	12b.49
Hale-1973-1798-1645	expensive	12b.50
Hale-1973-1798-1646	cheap	12b.51
Hale-1973-1798-1647	terrible	12b.52
Hale-1973-1798-1648	desirable	12b.53
Hale-1973-1798-1649	far	12c.01
Hale-1973-1798-1650	near	12c.02
Hale-1973-1798-1651	broad	12c.03
Hale-1973-1798-1652	narrow	12c.04
Hale-1973-1798-1653	short	12c.05
Hale-1973-1798-1654	thick	12c.06
Hale-1973-1798-1655	thin	12c.07
Hale-1973-1798-1656	high	12c.08
Hale-1973-1798-1657	low	12c.09
Hale-1973-1798-1658	deep	12c.10
Hale-1973-1798-1659	shallow	12c.11
Hale-1973-1798-1660	vertical	12c.12
Hale-1973-1798-1661	horizontal	12c.13
Hale-1973-1798-1662	covered	12c.14
Hale-1973-1798-1663	bare	12c.15
Hale-1973-1798-1664	front	12c.16
Hale-1973-1798-1665	back	12c.17
Hale-1973-1798-1666	right	12c.18
Hale-1973-1798-1667	left	12c.19
Hale-1973-1798-1668	curved	12c.20
Hale-1973-1798-1669	crooked	12c.21
Hale-1973-1798-1670	straight	12c.22
Hale-1973-1798-1671	twisted	12c.23
Hale-1973-1798-1672	flat	12c.24
Hale-1973-1798-1673	sharp edged	12c.25
Hale-1973-1798-1674	sharp, pointed	12c.26
Hale-1973-1798-1675	blunt	12c.27
Hale-1973-1798-1676	smooth	12c.28
Hale-1973-1798-1677	rough	12c.29
Hale-1973-1798-1678	solid	12c.30
Hale-1973-1798-1679	hollow	12c.31
Hale-1973-1798-1680	empty	12c.32
Hale-1973-1798-1681	open	12c.33
Hale-1973-1798-1682	shut	12c.34
Hale-1973-1798-1683	perforated	12c.35
Hale-1973-1798-1684	plugged	12c.36
Hale-1973-1798-1685	moving	12c.37
Hale-1973-1798-1686	stationary	12c.38
Hale-1973-1798-1687	fast	12c.39
Hale-1973-1798-1688	slow	12c.40
Hale-1973-1798-1689	slowly	12c.41
Hale-1973-1798-1690	cubit (elbow to fingertip)	12c.42
Hale-1973-1798-1691	span of hand	12c.43
Hale-1973-1798-1692	from	12c.44
Hale-1973-1798-1693	into	12c.45
Hale-1973-1798-1694	out of	12c.46
Hale-1973-1798-1695	in, inside of	12c.47
Hale-1973-1798-1696	up	12c.48
Hale-1973-1798-1697	down	12c.49
Hale-1973-1798-1698	over	12c.50
Hale-1973-1798-1699	under	12c.51
Hale-1973-1798-1700	through	12c.52
Hale-1973-1798-1701	toward	12c.53
Hale-1973-1798-1702	away from	12c.54
Hale-1973-1798-1703	behind	12c.55
Hale-1973-1798-1704	in front of	12c.56
Hale-1973-1798-1705	beside	12c.57
Hale-1973-1798-1706	between	12c.58
Hale-1973-1798-1707	above	12c.59
Hale-1973-1798-1708	beneath	12c.60
Hale-1973-1798-1709	around	12c.61
Hale-1973-1798-1710	beyond	12c.62
Hale-1973-1798-1711	across	12c.63
Hale-1973-1798-1712	where	12c.64
Hale-1973-1798-1713	alike	12d.01
Hale-1973-1798-1714	different	12d.02
Hale-1973-1798-1715	identical	12d.03
Hale-1973-1798-1716	opposite	12d.04
Hale-1973-1798-1717	various	12d.05
Hale-1973-1798-1718	equal	12d.06
Hale-1973-1798-1719	more	12d.07
Hale-1973-1798-1720	less	12d.08
Hale-1973-1798-1721	most	12d.09
Hale-1973-1798-1722	least	12d.10
Hale-1973-1798-1723	mixed	12d.11
Hale-1973-1798-1724	unmixed	12d.12
Hale-1973-1798-1725	real	12d.13
Hale-1973-1798-1726	false	12d.14
Hale-1973-1798-1727	whole	12d.15
Hale-1973-1798-1728	all	12d.16
Hale-1973-1798-1729	partial	12d.17
Hale-1973-1798-1730	early	12d.18
Hale-1973-1798-1731	late	12d.19
Hale-1973-1798-1732	frequent	12d.20
Hale-1973-1798-1733	infrequent	12d.21
Hale-1973-1798-1734	old	12d.22
Hale-1973-1798-1735	new	12d.23
Hale-1973-1798-1736	frequently	12d.24
Hale-1973-1798-1737	never	12d.25
Hale-1973-1798-1738	daily	12d.26
Hale-1973-1798-1739	when	12d.27
Hale-1973-1798-1740	before	12d.28
Hale-1973-1798-1741	after	12d.29
Hale-1973-1798-1742	during	12d.30
Hale-1973-1798-1743	until	12d.31
Hale-1973-1798-1744	can (be able to do something)	13a.01
Hale-1973-1798-1744	can (be able to do something)	13a.1
Hale-1973-1798-1745	know (something)	13a.02
Hale-1973-1798-1746	benefactive	13a.03
Hale-1973-1798-1747	let (s.o. do s.th.)	13a.04
Hale-1973-1798-1748	cause (s.o. to do s.th.)	13a.05
Hale-1973-1798-1749	be all right, acceptable	13a.06
Hale-1973-1798-1750	must	13a.07
Hale-1973-1798-1751	be allowed to	13a.08
Hale-1973-1798-1752	need to	13a.09
Hale-1973-1798-1753	want to	13a.10
Hale-1973-1798-1754	start	13a.11
Hale-1973-1798-1755	be about	13a.12
Hale-1973-1798-1756	finish (work)	13a.13
Hale-1973-1798-1757	do	13a.14
Hale-1973-1798-1758	become, be made	13a.15
Hale-1973-1798-1759	prepare (not material things)	13a.16
Hale-1973-1798-1760	prepare, make	13a.17
Hale-1973-1798-1761	feel	13a.18
Hale-1973-1798-1762	remain	13a.19
Hale-1973-1798-1763	be	13a.20
Hale-1973-1798-1764	and	13b.01
Hale-1973-1798-1765	also	13b.02
Hale-1973-1798-1766	very	13b.03
Hale-1973-1798-1767	perhaps	13b.04
Hale-1973-1798-1768	what	13b.05
Hale-1973-1798-1769	who	13b.06
Hale-1973-1798-1770	how, in what way	13b.07
Hale-1973-1798-1771	how much	13b.08
Hale-1973-1798-1772	why, for what reason	13b.09
Hale-1973-1798-1773	I	13b.10
Hale-1973-1798-1774	you	13b.11
Hale-1973-1798-1775	he	13b.12
Hale-1973-1798-1776	it	13b.13
Hale-1973-1798-1777	we (two)	13b.14
Hale-1973-1798-1778	you (two)	13b.15
Hale-1973-1798-1779	that (two)	13b.16
Hale-1973-1798-1780	we (exclusive)	13b.17
Hale-1973-1798-1781	we (inclusive)	13b.18
Hale-1973-1798-1782	you (exclusive)	13b.19
Hale-1973-1798-1783	you (inclusive)	13b.20
Hale-1973-1798-1784	they	13b.21
Hale-1973-1798-1785	this	13b.22
Hale-1973-1798-1786	that	13b.23
Hale-1973-1798-1787	yonder	13b.24
Hale-1973-1798-1788	these	13b.25
Hale-1973-1798-1789	those	13b.26
Hale-1973-1798-1790	which	13b.27
Hale-1973-1798-1791	self	13b.28
Hale-1973-1798-1792	to	13b.29
Hale-1973-1798-1793	by	13b.30
Hale-1973-1798-1794	with	13b.31
Hale-1973-1798-1795	without	13b.32
Hale-1973-1798-1796	of	13b.33
Hale-1973-1798-1797	except	13b.34
Hale-1973-1798-1798	like	13b.35
